0, Altura: 260, Velocidade: 100, Pressão: 254
7,262712, Altura: 27690, Velocidade: 21226, Pressão: 254
7,286057, Altura: 27820, Velocidade: 21327, Pressão: 254
7,308413, Altura: 27950, Velocidade: 21427, Pressão: 254
7,330075, Altura: 28080, Velocidade: 21527, Pressão: 254
7,350483, Altura: 28210, Velocidade: 21627, Pressão: 254
7,373847, Altura: 28340, Velocidade: 21727, Pressão: 254
7,400775, Altura: 28470, Velocidade: 21827, Pressão: 254
7,42185, Altura: 28600, Velocidade: 21927, Pressão: 254
7,443721, Altura: 28730, Velocidade: 22027, Pressão: 254
7,463952, Altura: 28860, Velocidade: 22128, Pressão: 254
7,483448, Altura: 28990, Velocidade: 22228, Pressão: 254
7,503064, Altura: 29120, Velocidade: 22328, Pressão: 254
7,524268, Altura: 29250, Velocidade: 22428, Pressão: 254
7,546099, Altura: 29380, Velocidade: 22528, Pressão: 254
7,56721, Altura: 29510, Velocidade: 22628, Pressão: 254
7,590987, Altura: 29640, Velocidade: 22728, Pressão: 254
7,613762, Altura: 29770, Velocidade: 22829, Pressão: 254
7,639201, Altura: 29900, Velocidade: 22929, Pressão: 254
7,660305, Altura: 30030, Velocidade: 23029, Pressão: 254
7,684631, Altura: 30160, Velocidade: 23129, Pressão: 254
7,70645, Altura: 30290, Velocidade: 23229, Pressão: 254
7,729885, Altura: 30420, Velocidade: 23329, Pressão: 254
7,750876, Altura: 30550, Velocidade: 23429, Pressão: 254
7,773333, Altura: 30680, Velocidade: 23529, Pressão: 254
7,793441, Altura: 30810, Velocidade: 23630, Pressão: 254
7,81701, Altura: 30940, Velocidade: 23730, Pressão: 254
7,839457, Altura: 31070, Velocidade: 23830, Pressão: 254
7,860971, Altura: 31200, Velocidade: 23930, Pressão: 254
7,88181, Altura: 31330, Velocidade: 24030, Pressão: 254
7,900463, Altura: 31460, Velocidade: 24130, Pressão: 254
7,919271, Altura: 31590, Velocidade: 24230, Pressão: 254
7,940275, Altura: 31720, Velocidade: 24330, Pressão: 254
7,962181, Altura: 31850, Velocidade: 24431, Pressão: 254
7,985098, Altura: 31980, Velocidade: 24531, Pressão: 254
8,005799, Altura: 32110, Velocidade: 24631, Pressão: 254
8,027915, Altura: 32240, Velocidade: 24731, Pressão: 254
8,0516, Altura: 32370, Velocidade: 24831, Pressão: 254
8,079317, Altura: 32500, Velocidade: 24931, Pressão: 254
8,102853, Altura: 32630, Velocidade: 25031, Pressão: 254
8,129386, Altura: 32760, Velocidade: 25132, Pressão: 254
8,153661, Altura: 32890, Velocidade: 25232, Pressão: 254
8,257798, Altura: 33020, Velocidade: 25332, Pressão: 254
8,591131, Altura: 33150, Velocidade: 25432, Pressão: 254
8,924465, Altura: 33280, Velocidade: 25532, Pressão: 254
9,257798, Altura: 33410, Velocidade: 25632, Pressão: 254
9,591131, Altura: 33540, Velocidade: 25732, Pressão: 254
9,924465, Altura: 33670, Velocidade: 25832, Pressão: 254
10,2578, Altura: 33800, Velocidade: 25933, Pressão: 254
10,59113, Altura: 33930, Velocidade: 26033, Pressão: 254
10,92447, Altura: 34060, Velocidade: 26133, Pressão: 254
11,2578, Altura: 34190, Velocidade: 26233, Pressão: 254
11,59113, Altura: 34320, Velocidade: 26333, Pressão: 254
11,92447, Altura: 34450, Velocidade: 26433, Pressão: 254
12,2578, Altura: 34580, Velocidade: 26533, Pressão: 254
12,59113, Altura: 34710, Velocidade: 26633, Pressão: 254
12,92447, Altura: 34840, Velocidade: 26734, Pressão: 254
13,2578, Altura: 34970, Velocidade: 26834, Pressão: 254
13,59113, Altura: 35100, Velocidade: 26934, Pressão: 254
13,92447, Altura: 35230, Velocidade: 27034, Pressão: 254
14,2578, Altura: 35360, Velocidade: 27134, Pressão: 254
0, Altura: 260, Velocidade: 100, Pressão: 254
0,02, Altura: 390, Velocidade: 200, Pressão: 254
0,3533334, Altura: 520, Velocidade: 300, Pressão: 254
0,3876309, Altura: 650, Velocidade: 400, Pressão: 254
0,4295898, Altura: 780, Velocidade: 501, Pressão: 254
0,7211192, Altura: 910, Velocidade: 601, Pressão: 254
1,054453, Altura: 1040, Velocidade: 701, Pressão: 254
1,387786, Altura: 1170, Velocidade: 801, Pressão: 254
1,721119, Altura: 1300, Velocidade: 901, Pressão: 254
2,054453, Altura: 1430, Velocidade: 1001, Pressão: 254
2,387786, Altura: 1560, Velocidade: 1101, Pressão: 254
2,721119, Altura: 1690, Velocidade: 1201, Pressão: 254
3,054453, Altura: 1820, Velocidade: 1301, Pressão: 254
3,387786, Altura: 1950, Velocidade: 1402, Pressão: 254
3,721119, Altura: 2080, Velocidade: 1502, Pressão: 254
4,054453, Altura: 2210, Velocidade: 1602, Pressão: 254
4,387786, Altura: 2340, Velocidade: 1702, Pressão: 254
4,721119, Altura: 2470, Velocidade: 1802, Pressão: 254
5,054453, Altura: 2600, Velocidade: 1902, Pressão: 254
5,387786, Altura: 2730, Velocidade: 2002, Pressão: 254
5,721119, Altura: 2860, Velocidade: 2102, Pressão: 254
6,054453, Altura: 2990, Velocidade: 2202, Pressão: 254
6,387786, Altura: 3120, Velocidade: 2303, Pressão: 254
6,721119, Altura: 3250, Velocidade: 2403, Pressão: 254
7,054453, Altura: 3380, Velocidade: 2503, Pressão: 254
7,387786, Altura: 3510, Velocidade: 2603, Pressão: 254
7,721119, Altura: 3640, Velocidade: 2703, Pressão: 254
8,054453, Altura: 3770, Velocidade: 2803, Pressão: 254
8,387786, Altura: 3900, Velocidade: 2903, Pressão: 254
8,72112, Altura: 4030, Velocidade: 3003, Pressão: 254
9,054453, Altura: 4160, Velocidade: 3103, Pressão: 254
9,387786, Altura: 4290, Velocidade: 3204, Pressão: 254
9,72112, Altura: 4420, Velocidade: 3304, Pressão: 254
10,05445, Altura: 4550, Velocidade: 3404, Pressão: 254
10,38779, Altura: 4680, Velocidade: 3504, Pressão: 254
10,72112, Altura: 4810, Velocidade: 3604, Pressão: 254
11,05445, Altura: 4940, Velocidade: 3704, Pressão: 254
11,38779, Altura: 5070, Velocidade: 3804, Pressão: 254
11,72112, Altura: 5200, Velocidade: 3904, Pressão: 254
12,05445, Altura: 5330, Velocidade: 4005, Pressão: 254
12,38779, Altura: 5460, Velocidade: 4105, Pressão: 254
12,72112, Altura: 5590, Velocidade: 4205, Pressão: 254
13,05445, Altura: 5720, Velocidade: 4305, Pressão: 254
13,38779, Altura: 5850, Velocidade: 4405, Pressão: 254
13,72112, Altura: 5980, Velocidade: 4505, Pressão: 254
14,05445, Altura: 6110, Velocidade: 4605, Pressão: 254
14,38779, Altura: 6240, Velocidade: 4705, Pressão: 254
14,72112, Altura: 6370, Velocidade: 4806, Pressão: 254
15,05445, Altura: 6500, Velocidade: 4906, Pressão: 254
15,38779, Altura: 6630, Velocidade: 5006, Pressão: 254
15,72112, Altura: 6760, Velocidade: 5106, Pressão: 254
16,05445, Altura: 6890, Velocidade: 5206, Pressão: 254
16,38779, Altura: 7020, Velocidade: 5306, Pressão: 254
16,72112, Altura: 7150, Velocidade: 5406, Pressão: 254
17,05445, Altura: 7280, Velocidade: 5506, Pressão: 254
17,38779, Altura: 7410, Velocidade: 5606, Pressão: 254
17,72112, Altura: 7540, Velocidade: 5707, Pressão: 254
18,05445, Altura: 7670, Velocidade: 5807, Pressão: 254
18,38779, Altura: 7800, Velocidade: 5907, Pressão: 254
18,72112, Altura: 7930, Velocidade: 6007, Pressão: 254
19,05445, Altura: 8060, Velocidade: 6107, Pressão: 254
19,38779, Altura: 8190, Velocidade: 6207, Pressão: 254
19,72112, Altura: 8320, Velocidade: 6307, Pressão: 254
20,05445, Altura: 8450, Velocidade: 6407, Pressão: 254
20,38779, Altura: 8580, Velocidade: 6508, Pressão: 254
20,72112, Altura: 8710, Velocidade: 6608, Pressão: 254
21,05445, Altura: 8840, Velocidade: 6708, Pressão: 254
21,38779, Altura: 8970, Velocidade: 6808, Pressão: 254
21,72112, Altura: 9100, Velocidade: 6908, Pressão: 254
22,05445, Altura: 9230, Velocidade: 7008, Pressão: 254
22,38779, Altura: 9360, Velocidade: 7108, Pressão: 254
22,72112, Altura: 9490, Velocidade: 7208, Pressão: 254
23,05445, Altura: 9620, Velocidade: 7308, Pressão: 254
23,38779, Altura: 9750, Velocidade: 7409, Pressão: 254
23,72112, Altura: 9880, Velocidade: 7509, Pressão: 254
24,05445, Altura: 10010, Velocidade: 7609, Pressão: 254
24,38779, Altura: 10140, Velocidade: 7709, Pressão: 254
24,72112, Altura: 10270, Velocidade: 7809, Pressão: 254
25,05445, Altura: 10400, Velocidade: 7909, Pressão: 254
25,38779, Altura: 10530, Velocidade: 8009, Pressão: 254
25,72112, Altura: 10660, Velocidade: 8109, Pressão: 254
26,05445, Altura: 10790, Velocidade: 8210, Pressão: 254
26,38779, Altura: 10920, Velocidade: 8310, Pressão: 254
26,72112, Altura: 11050, Velocidade: 8410, Pressão: 254
27,05445, Altura: 11180, Velocidade: 8510, Pressão: 254
27,38779, Altura: 11310, Velocidade: 8610, Pressão: 254
27,72112, Altura: 11440, Velocidade: 8710, Pressão: 254
28,05445, Altura: 11570, Velocidade: 8810, Pressão: 254
28,38779, Altura: 11700, Velocidade: 8911, Pressão: 254
28,72112, Altura: 11830, Velocidade: 9011, Pressão: 254
29,05445, Altura: 11960, Velocidade: 9111, Pressão: 254
29,38779, Altura: 12090, Velocidade: 9211, Pressão: 254
29,72112, Altura: 12220, Velocidade: 9311, Pressão: 254
30,05445, Altura: 12350, Velocidade: 9411, Pressão: 254
30,38779, Altura: 12480, Velocidade: 9511, Pressão: 254
30,72112, Altura: 12610, Velocidade: 9611, Pressão: 254
31,05445, Altura: 12740, Velocidade: 9711, Pressão: 254
31,38779, Altura: 12870, Velocidade: 9812, Pressão: 254
31,72112, Altura: 13000, Velocidade: 9912, Pressão: 254
32,05445, Altura: 13130, Velocidade: 10012, Pressão: 254
32,38779, Altura: 13260, Velocidade: 10112, Pressão: 254
32,72112, Altura: 13390, Velocidade: 10212, Pressão: 254
33,05445, Altura: 13520, Velocidade: 10312, Pressão: 254
33,38779, Altura: 13650, Velocidade: 10412, Pressão: 254
33,72112, Altura: 13780, Velocidade: 10512, Pressão: 254
34,05445, Altura: 13910, Velocidade: 10613, Pressão: 254
34,38779, Altura: 14040, Velocidade: 10713, Pressão: 254
34,72112, Altura: 14170, Velocidade: 10813, Pressão: 254
35,05445, Altura: 14300, Velocidade: 10913, Pressão: 254
35,38779, Altura: 14430, Velocidade: 11013, Pressão: 254
35,72112, Altura: 14560, Velocidade: 11113, Pressão: 254
36,05445, Altura: 14690, Velocidade: 11213, Pressão: 254
36,38779, Altura: 14820, Velocidade: 11313, Pressão: 254
36,72112, Altura: 14950, Velocidade: 11414, Pressão: 254
37,05445, Altura: 15080, Velocidade: 11514, Pressão: 254
37,38779, Altura: 15210, Velocidade: 11614, Pressão: 254
37,72112, Altura: 15340, Velocidade: 11714, Pressão: 254
38,05445, Altura: 15470, Velocidade: 11814, Pressão: 254
38,38779, Altura: 15600, Velocidade: 11914, Pressão: 254
38,72112, Altura: 15730, Velocidade: 12014, Pressão: 254
39,05445, Altura: 15860, Velocidade: 12115, Pressão: 254
39,38779, Altura: 15990, Velocidade: 12215, Pressão: 254
39,72112, Altura: 16120, Velocidade: 12315, Pressão: 254
40,05445, Altura: 16250, Velocidade: 12415, Pressão: 254
40,38779, Altura: 16380, Velocidade: 12515, Pressão: 254
40,72112, Altura: 16510, Velocidade: 12615, Pressão: 254
41,05445, Altura: 16640, Velocidade: 12715, Pressão: 254
41,38779, Altura: 16770, Velocidade: 12816, Pressão: 254
41,72112, Altura: 16900, Velocidade: 12916, Pressão: 254
42,05445, Altura: 17030, Velocidade: 13016, Pressão: 254
42,38779, Altura: 17160, Velocidade: 13116, Pressão: 254
42,72112, Altura: 17290, Velocidade: 13216, Pressão: 254
43,05445, Altura: 17420, Velocidade: 13316, Pressão: 254
43,38779, Altura: 17550, Velocidade: 13416, Pressão: 254
43,72112, Altura: 17680, Velocidade: 13516, Pressão: 254
44,05445, Altura: 17810, Velocidade: 13617, Pressão: 254
44,38779, Altura: 17940, Velocidade: 13717, Pressão: 254
44,72112, Altura: 18070, Velocidade: 13817, Pressão: 254
45,05445, Altura: 18200, Velocidade: 13917, Pressão: 254
45,38779, Altura: 18330, Velocidade: 14017, Pressão: 254
45,72112, Altura: 18460, Velocidade: 14117, Pressão: 254
46,05445, Altura: 18590, Velocidade: 14217, Pressão: 254
46,38779, Altura: 18720, Velocidade: 14317, Pressão: 254
46,72112, Altura: 18850, Velocidade: 14418, Pressão: 254
47,05445, Altura: 18980, Velocidade: 14518, Pressão: 254
47,38779, Altura: 19110, Velocidade: 14618, Pressão: 254
47,72112, Altura: 19240, Velocidade: 14718, Pressão: 254
48,05445, Altura: 19370, Velocidade: 14818, Pressão: 254
48,38779, Altura: 19500, Velocidade: 14918, Pressão: 254
48,72112, Altura: 19630, Velocidade: 15018, Pressão: 254
49,05445, Altura: 19760, Velocidade: 15119, Pressão: 254
49,38779, Altura: 19890, Velocidade: 15219, Pressão: 254
49,72112, Altura: 20020, Velocidade: 15319, Pressão: 254
50,05445, Altura: 20150, Velocidade: 15419, Pressão: 254
50,38779, Altura: 20280, Velocidade: 15519, Pressão: 254
50,72112, Altura: 20410, Velocidade: 15619, Pressão: 254
51,05445, Altura: 20540, Velocidade: 15719, Pressão: 254
51,38779, Altura: 20670, Velocidade: 15819, Pressão: 254
51,72112, Altura: 20800, Velocidade: 15920, Pressão: 254
52,05445, Altura: 20930, Velocidade: 16020, Pressão: 254
52,38779, Altura: 21060, Velocidade: 16120, Pressão: 254
52,72112, Altura: 21190, Velocidade: 16220, Pressão: 254
53,05445, Altura: 21320, Velocidade: 16320, Pressão: 254
53,38779, Altura: 21450, Velocidade: 16420, Pressão: 254
53,72112, Altura: 21580, Velocidade: 16520, Pressão: 254
54,05445, Altura: 21710, Velocidade: 16621, Pressão: 254
54,38779, Altura: 21840, Velocidade: 16721, Pressão: 254
54,72112, Altura: 21970, Velocidade: 16821, Pressão: 254
55,05445, Altura: 22100, Velocidade: 16921, Pressão: 254
55,38779, Altura: 22230, Velocidade: 17021, Pressão: 254
55,72112, Altura: 22360, Velocidade: 17121, Pressão: 254
56,05445, Altura: 22490, Velocidade: 17221, Pressão: 254
56,38779, Altura: 22620, Velocidade: 17321, Pressão: 254
56,72112, Altura: 22750, Velocidade: 17422, Pressão: 254
57,05445, Altura: 22880, Velocidade: 17522, Pressão: 254
57,38779, Altura: 23010, Velocidade: 17622, Pressão: 254
57,72112, Altura: 23140, Velocidade: 17722, Pressão: 254
58,05445, Altura: 23270, Velocidade: 17822, Pressão: 254
58,38779, Altura: 23400, Velocidade: 17922, Pressão: 254
58,72112, Altura: 23530, Velocidade: 18022, Pressão: 254
59,05445, Altura: 23660, Velocidade: 18122, Pressão: 254
59,38779, Altura: 23790, Velocidade: 18223, Pressão: 254
59,72112, Altura: 23920, Velocidade: 18323, Pressão: 254
60,05445, Altura: 24050, Velocidade: 18423, Pressão: 254
60,38779, Altura: 24180, Velocidade: 18523, Pressão: 254
60,72112, Altura: 24310, Velocidade: 18623, Pressão: 254
61,05445, Altura: 24440, Velocidade: 18723, Pressão: 254
61,38779, Altura: 24570, Velocidade: 18823, Pressão: 254
61,72112, Altura: 24700, Velocidade: 18924, Pressão: 254
62,05445, Altura: 24830, Velocidade: 19024, Pressão: 254
62,38779, Altura: 24960, Velocidade: 19124, Pressão: 254
62,72112, Altura: 25090, Velocidade: 19224, Pressão: 254
63,05445, Altura: 25220, Velocidade: 19324, Pressão: 254
63,38779, Altura: 25350, Velocidade: 19424, Pressão: 254
63,72112, Altura: 25480, Velocidade: 19524, Pressão: 254
64,05445, Altura: 25610, Velocidade: 19624, Pressão: 254
64,38779, Altura: 25740, Velocidade: 19724, Pressão: 254
64,72112, Altura: 25870, Velocidade: 19825, Pressão: 254
65,05445, Altura: 26000, Velocidade: 19925, Pressão: 254
65,38779, Altura: 26130, Velocidade: 20025, Pressão: 254
65,72112, Altura: 26260, Velocidade: 20125, Pressão: 254
66,05445, Altura: 26390, Velocidade: 20225, Pressão: 254
66,38779, Altura: 26520, Velocidade: 20325, Pressão: 254
66,72112, Altura: 26650, Velocidade: 20425, Pressão: 254
67,05445, Altura: 26780, Velocidade: 20526, Pressão: 254
67,38779, Altura: 26910, Velocidade: 20626, Pressão: 254
67,72112, Altura: 27040, Velocidade: 20726, Pressão: 254
68,05445, Altura: 27170, Velocidade: 20826, Pressão: 254
68,38779, Altura: 27300, Velocidade: 20926, Pressão: 254
68,72112, Altura: 27430, Velocidade: 21026, Pressão: 254
69,05445, Altura: 27560, Velocidade: 21126, Pressão: 254
69,38779, Altura: 27690, Velocidade: 21226, Pressão: 254
69,72112, Altura: 27820, Velocidade: 21327, Pressão: 254
70,05445, Altura: 27950, Velocidade: 21427, Pressão: 254
70,38779, Altura: 28080, Velocidade: 21527, Pressão: 254
70,72112, Altura: 28210, Velocidade: 21627, Pressão: 254
71,05445, Altura: 28340, Velocidade: 21727, Pressão: 254
71,38779, Altura: 28470, Velocidade: 21827, Pressão: 254
71,72112, Altura: 28600, Velocidade: 21927, Pressão: 254
72,05445, Altura: 28730, Velocidade: 22027, Pressão: 254
72,38779, Altura: 28860, Velocidade: 22128, Pressão: 254
72,72112, Altura: 28990, Velocidade: 22228, Pressão: 254
73,05445, Altura: 29120, Velocidade: 22328, Pressão: 254
73,38779, Altura: 29250, Velocidade: 22428, Pressão: 254
73,72112, Altura: 29380, Velocidade: 22528, Pressão: 254
74,05445, Altura: 29510, Velocidade: 22628, Pressão: 254
74,38779, Altura: 29640, Velocidade: 22728, Pressão: 254
74,72112, Altura: 29770, Velocidade: 22829, Pressão: 254
75,05445, Altura: 29900, Velocidade: 22929, Pressão: 254
75,38779, Altura: 30030, Velocidade: 23029, Pressão: 254
75,72112, Altura: 30160, Velocidade: 23129, Pressão: 254
76,05446, Altura: 30290, Velocidade: 23229, Pressão: 254
76,38779, Altura: 30420, Velocidade: 23329, Pressão: 254
76,72112, Altura: 30550, Velocidade: 23429, Pressão: 254
77,05446, Altura: 30680, Velocidade: 23529, Pressão: 254
77,38779, Altura: 30810, Velocidade: 23630, Pressão: 254
77,72112, Altura: 30940, Velocidade: 23730, Pressão: 254
78,05446, Altura: 31070, Velocidade: 23830, Pressão: 254
78,38779, Altura: 31200, Velocidade: 23930, Pressão: 254
78,72112, Altura: 31330, Velocidade: 24030, Pressão: 254
79,05446, Altura: 31460, Velocidade: 24130, Pressão: 254
79,38779, Altura: 31590, Velocidade: 24230, Pressão: 254
79,72112, Altura: 31720, Velocidade: 24330, Pressão: 254
80,05446, Altura: 31850, Velocidade: 24431, Pressão: 254
80,38779, Altura: 31980, Velocidade: 24531, Pressão: 254
80,72112, Altura: 32110, Velocidade: 24631, Pressão: 254
81,05446, Altura: 32240, Velocidade: 24731, Pressão: 254
81,38779, Altura: 32370, Velocidade: 24831, Pressão: 254
81,72112, Altura: 32500, Velocidade: 24931, Pressão: 254
82,05446, Altura: 32630, Velocidade: 25031, Pressão: 254
82,38779, Altura: 32760, Velocidade: 25132, Pressão: 254
82,72112, Altura: 32890, Velocidade: 25232, Pressão: 254
83,05446, Altura: 33020, Velocidade: 25332, Pressão: 254
83,38779, Altura: 33150, Velocidade: 25432, Pressão: 254
83,72112, Altura: 33280, Velocidade: 25532, Pressão: 254
84,05446, Altura: 33410, Velocidade: 25632, Pressão: 254
84,38779, Altura: 33540, Velocidade: 25732, Pressão: 254
84,72112, Altura: 33670, Velocidade: 25832, Pressão: 254
85,05446, Altura: 33800, Velocidade: 25933, Pressão: 254
85,38779, Altura: 33930, Velocidade: 26033, Pressão: 254
85,72112, Altura: 34060, Velocidade: 26133, Pressão: 254
86,05446, Altura: 34190, Velocidade: 26233, Pressão: 254
86,38779, Altura: 34320, Velocidade: 26333, Pressão: 254
86,72112, Altura: 34450, Velocidade: 26433, Pressão: 254
87,05446, Altura: 34580, Velocidade: 26533, Pressão: 254
87,38779, Altura: 34710, Velocidade: 26633, Pressão: 254
87,72112, Altura: 34840, Velocidade: 26734, Pressão: 254
88,05446, Altura: 34970, Velocidade: 26834, Pressão: 254
88,38779, Altura: 35100, Velocidade: 26934, Pressão: 254
88,72112, Altura: 35230, Velocidade: 27034, Pressão: 254
89,05446, Altura: 35360, Velocidade: 27134, Pressão: 254
89,38779, Altura: 35490, Velocidade: 27234, Pressão: 254
89,72112, Altura: 35620, Velocidade: 27334, Pressão: 254
90,05446, Altura: 35750, Velocidade: 27435, Pressão: 254
90,38779, Altura: 35880, Velocidade: 27535, Pressão: 254
90,72112, Altura: 36010, Velocidade: 27635, Pressão: 254
91,05446, Altura: 36140, Velocidade: 27735, Pressão: 254
91,38779, Altura: 36270, Velocidade: 27835, Pressão: 254
91,72112, Altura: 36400, Velocidade: 27935, Pressão: 254
92,05446, Altura: 36530, Velocidade: 28035, Pressão: 254
